"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnViewDetailedChart_SignUpFormWasAppear","Check 'View detailed chart' button on trading instrument widget",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnBell_SignUpFormWasAppear","Check Bell on trading instrument widget",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleWhyChooseCapitalCom_clickOnBtnTryNow_SignUpFormWasAppear","Checking button 'Try Now' on module 'Why choose Capital.com? Our numbers speak for themselves.'",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?'",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","2","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticPageHeader_ClickOnBtnLogIn_LoginFormWasAppear","Check 'Log In' button on page header",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticPage_ClickOnBtnAddToFavourite_SignUpFormWasAppear","Check 'Add to favourite' button on title block",""
"broken","Tue Mar 28 09:26:53 GMT 2023","Tue Mar 28 09:26:53 GMT 2023","0","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator'",""
